rank,title,rating,release_year
28,Conan the Destroyer,2.88,1984
29,Pusher III,3.82,2005
30,A Snake of June,3.71,2002
31,At Midnight I'll Take Your Soul,3.57,1964
32,A Bridge Too Far,3.69,1977
33,The Possession,2.57,2012
34,Dangerous Minds,3.19,1995
35,The Fan,3.58,1982
36,Bedknobs and Broomsticks,3.48,1971
37,Charulata,4.14,1964
38,Love and Leashes,3.06,2022
39,The Wild Goose Lake,3.56,2019
40,Blade of the Immortal,3.48,2017
41,April Story,3.79,1998
42,Parthenope,3.23,2024
43,A Very Murray Christmas,2.67,2015
44,Monsieur Verdoux,3.96,1947
45,Teen Spirit,3.00,2018
46,The Devil and Daniel Johnston,4.10,2005
47,Coup de Chance,3.07,2023
48,Godzilla vs. Hedorah,3.45,1971
49,Matewan,4.10,1987
50,Endless Poetry,3.89,2016
51,The Human Centipede 3 (Final Sequence),1.38,2015
52,My Suicide,3.46,2009
53,The Reflecting Skin,3.56,1990
54,Dear White People,3.47,2014
55,Sallie Gardner at a Gallop,3.73,1878
56,Deathtrap,3.68,1982
57,Charlie St. Cloud,2.82,2010
58,Reservoir Dogs,3.88,1991
59,Dune: Part Three,No rating,
60,High Society,3.43,1956
61,Fahrenheit 451,2.27,2018
62,Nirvana: Unplugged In New York,4.55,1993
63,Great Expectations,3.78,1946
64,Mannequin,2.93,1987
65,Everything Is Illuminated,3.65,2005
66,Damien: Omen II,2.91,1978
67,"ariana grande: excuse me, i love you",3.68,2020
68,The Client,3.25,1994
69,The One,2.80,2001
70,Toy Story of Terror!,3.40,2013
71,Air Bud,2.66,1997
72,Air Doll,3.65,2009
1,I Am Easy to Find,4.14,2019
2,SubUrbia,3.28,1996
3,Grand Hotel,3.54,1932
4,Masters of the Air,3.94,2024
5,The Juniper Tree,3.55,1990
6,Barefoot in the Park,3.52,1967
7,Young Guns,3.25,1988
8,Santa Claus Is Comin' to Town,3.58,1970
9,Quills,3.49,2000
10,Marvin's Room,3.26,1996
11,Suicide Room,2.99,2011
12,On the Town,3.61,1949
13,Mr. Turner,3.54,2014
14,Dagon,3.12,2001
15,Pina,3.94,2011
16,Rare Exports: A Christmas Tale,3.21,2010
17,April Fool's Day,3.06,1986
18,Marighella,3.75,2019
19,Witchfinder General,3.41,1968
20,The Choice,2.80,2016
21,Take Out,3.81,2004
22,"Ivan the Terrible, Part I",3.92,1944
23,Shin Ultraman,3.54,2022
24,Hellraiser: Bloodline,2.38,1996
25,BoJack Horseman Christmas Special,4.19,2014
26,Speed 2: Cruise Control,1.82,1997
27,The Last Wave,3.61,1977
28,The Pit and the Pendulum,3.52,1961
29,Moving,4.11,1993
30,Let the Sunshine In,3.27,2017
31,Belle,3.49,2013
32,Instructions Not Included,3.59,2013
33,Men of Honor,3.45,2000
34,The American,3.17,2010
35,Sea of Love,3.39,1989
36,12 Angry Men,3.83,1997
37,The Curse of Frankenstein,3.52,1957
38,Lola Montès,3.93,1955
39,"Suddenly, Last Summer",3.74,1959
40,Voyage of Time: Life's Journey,3.49,2016
41,Monkeybone,2.68,2001
42,Fellow Travelers,4.20,2023
43,Post Tenebras Lux,3.65,2012
44,Whiskey Tango Foxtrot,2.96,2016
45,Memories of Matsuko,4.12,2006
46,The Grandmother,3.63,1970
47,C.R.A.Z.Y.,3.92,2005
48,The Elephant Whisperers,3.75,2022
49,Puppet Master,2.70,1989
50,Simon of the Desert,3.98,1965
51,Let It Shine,3.35,2012
52,Sphere,2.83,1998
53,Animal Farm,3.36,1954
54,As the Gods Will,3.22,2014
55,Eating Raoul,3.48,1982
56,365 Days: This Day,1.06,2022
57,The Stronghold,3.42,2021
58,Chopper,3.63,2000
59,Inheritance,2.54,2020
60,The Mountain Between Us,2.77,2017
61,The Most Dangerous Game,3.43,1932
62,Revenge of the Nerds,2.90,1984
63,Concrete Utopia,3.44,2023
64,1941,2.68,1979
65,Doctor Who: The Star Beast,3.44,2023
66,Sweet November,2.97,2001
67,Regression,2.42,2015
68,Home Alone 4,1.28,2002
69,The ABCs of Death,2.47,2012
70,A Very Harold & Kumar Christmas,2.78,2011
71,Night Stalker: The Hunt for a Serial Killer,3.55,2021
72,An Officer and a Spy,3.50,2019
1,Never Back Down,2.90,2008
2,The House on Sorority Row,3.06,1983
3,The Fabulous Baron Munchausen,4.02,1962
4,Ladyhawke,3.32,1985
5,The Poseidon Adventure,3.50,1972
6,Tear Along the Dotted Line,4.39,2021
7,Mafia Mamma,2.66,2023
8,Bullets Over Broadway,3.72,1994
9,Teenage Mutant Ninja Turtles III,2.17,1993
10,The Bad News Bears,3.65,1976
11,Everything You Always Wanted to Know About Sex *But Were Afraid to Ask,3.30,1972
12,The Front Room,2.34,2024
13,Birth/Rebirth,3.32,2023
14,Trainwreck: Woodstock '99,3.49,2022
15,Mission to Mars,2.82,2000
16,Ginger & Rosa,3.12,2012
17,The Spy Next Door,2.42,2010
18,Star Trek: Nemesis,2.67,2002
19,We Have Always Lived in the Castle,2.77,2018
20,"Dr. Mabuse, the Gambler",3.96,1922
21,Pathaan,2.87,2023
22,Miami Connection,3.22,1987
23,Time Masters,3.70,1982
24,Arizona Dream,3.58,1993
25,De Palma,3.72,2015
26,Dragon Inn,4.00,1967
27,Sorority Row,2.68,2009
28,Underworld: Blood Wars,2.41,2016
29,Jackass 2.5,3.12,2007
30,Justice League: Doom,3.47,2012
31,Bob le Flambeur,3.79,1956
32,Wolf,2.96,1994
33,Minnie and Moskowitz,3.87,1971
34,Twilight of the Warriors: Walled In,3.70,2024
35,Code 8,2.70,2019
36,My Life as a Dog,3.88,1985
37,The Lazarus Effect,2.15,2015
38,Eraser,2.88,1996
39,All That Breathes,3.60,2022
40,The Uninvited,3.50,1944
41,Superman: Red Son,3.05,2020
42,The Bar,3.04,2017
43,Divorce Italian Style,3.94,1961
44,Father of the Bride Part II,3.12,1995
45,Damage,3.30,1992
46,Satan's Slaves,3.26,2017
47,Cadaver,2.53,2020
48,The Exorcism,1.77,2024
49,"Love, Death & Robots: The Secret War",3.50,2019
50,A Lot Like Love,3.23,2005
51,Vacation Friends,2.75,2021
52,What Time Is It There?,4.06,2001
53,Birds of Paradise,2.97,2021
54,Norwegian Wood,3.05,2010
55,The Savages,3.66,2007
56,Space Cowboys,3.06,2000
57,Walker,3.76,1987
58,Jeanne du Barry,3.02,2023
59,Shaft,2.89,2000
60,Fantastic Fungi,3.48,2019
61,Paradise Hills,2.57,2019
62,Table 19,2.65,2017
63,Runaway Jury,3.33,2003
64,The Amusement Park,3.41,1975
65,Zulu,3.75,1964
66,Mechanic: Resurrection,2.53,2016
67,Vengeance Is Mine,3.94,1979
68,Swan Song,3.53,2021
69,Permanent Vacation,3.11,1980
70,France,3.23,2021
71,Sweet Sweetback's Baadasssss Song,3.30,1971
72,David Attenborough: A Life on Our Planet,4.17,2020
1,Have a Good Trip: Adventures in Psychedelics,3.25,2020
2,Gothic,3.25,1986
3,The Night Manager,3.84,2016
4,Hold Your Breath,2.69,2024
5,Dumplings,3.49,2004
6,The Lover,3.20,1992
7,Mars Needs Moms,2.13,2011
8,Gaga Chromatica Ball,4.21,2024
9,The Driller Killer,3.06,1979
10,Nancy Drew,2.95,2007
11,My Spy,2.64,2020
12,Blue Streak,3.03,1999
13,Tour de Pharmacy,3.53,2017
14,Godzilla vs. Mechagodzilla,3.30,1974
15,God's Not Dead,1.49,2014
16,The Unknown,3.81,1927
17,Titicut Follies,3.99,1967
18,The Hurricane,3.67,1999
19,Prayers for the Stolen,3.88,2021
20,National Lampoon's Van Wilder,2.74,2002
21,Vampires vs. the Bronx,2.90,2020
22,Sleep Tight,3.51,2011
23,Dark Passage,3.73,1947
24,The Guns of Navarone,3.70,1961
25,The Edge of Love,2.85,2008
26,Hedgehog in the Fog,4.18,1975
27,Wild Wild Country,4.01,2018
28,Adult World,2.92,2013
29,Spin Me Round,2.60,2022
30,Eduardo and Monica,3.58,2020
31,Murder by Numbers,2.88,2002
32,Once Upon a Time in China,3.70,1991
33,The Devil's Own,2.92,1997
34,Handling the Undead,2.93,2024
35,Stray Dogs,3.86,2013
36,Junkyard Dog,3.64,2023
37,A Town Called Panic,3.98,2009
38,The Book of Solutions,3.31,2023
39,The Normal Heart,3.81,2014
40,Europa Report,3.05,2013
41,Zero Day,3.79,2002
42,How High,2.97,2001
43,Where Eagles Dare,3.73,1968
44,Nightmare at Shadow Woods,3.17,1987
45,Agent Cody Banks,2.48,2003
46,Blue Giant,4.09,2023
47,The Odd Couple,3.82,1968
48,The Prowler,3.01,1981
49,The Novelist's Film,3.80,2022
50,The Borderlands,3.13,2013
51,Poison Ivy,2.75,1992
52,The Naked Kiss,3.82,1964
53,One Crazy Summer: A Look Back at Gravity Falls,4.49,2018
54,Zatoichi,3.65,2003
55,Le Doulos,3.92,1962
56,Dave,3.43,1993
57,Doctor Who: The Day of the Doctor,4.17,2013
58,The Women,3.81,1939
59,Drive Angry,2.49,2011
60,Songs My Brothers Taught Me,3.71,2015
61,Tigertail,3.32,2020
62,Once Were Warriors,3.94,1994
63,Kings of the Road,4.00,1976
64,Wingwomen,3.16,2023
65,The Longest Day,3.77,1962
66,Mighty Morphin Power Rangers: The Movie,2.74,1995
67,The Pink Panther 2,2.55,2009
68,Reply 1988,4.47,2015
69,Sahara,2.74,2005
70,Bay of Angels,3.76,1963
71,Body Snatchers,3.30,1993
72,"Love, Death & Robots: Suits",3.26,2019
1,Mr. Brooks,3.20,2007
2,Life-Size,2.99,2000
3,A Short Story,3.73,2022
4,Maggie's Plan,3.16,2015
5,Kickboxer,3.18,1989
6,Four Nights of a Dreamer,3.93,1971
7,Tangerines,4.06,2013
8,The Seventh Victim,3.52,1943
9,Maelström,3.26,2000
10,The Company of Strangers,4.24,1990
11,The Sitter,2.50,2011
12,Odd Man Out,3.90,1947
13,Wish Upon,1.89,2017
14,Beauty and the Beast,3.92,1978
15,The Music Room,4.05,1958
16,Rumours,2.82,2024
17,Runaway Train,3.65,1985
18,The Thirteenth Floor,3.23,1999
19,Phineas and Ferb the Movie: Candace Against the Universe,3.30,2020
20,This Is Not a Film,3.82,2011
21,The Time Machine,2.68,2002
22,Yogi Bear,2.10,2010
23,The Kid Who Would Be King,2.90,2019
24,Like Water for Chocolate,3.42,1992
25,Yeh Jawaani Hai Deewani,3.69,2013
26,Too Many Cooks,3.99,2014
27,Young Woman and the Sea,3.68,2024
28,Ghostlight,3.96,2024
29,Benediction,3.56,2021
30,Flux Gourmet,3.28,2022
31,Mister Lonely,3.52,2007
32,Injustice,2.46,2021
33,My Hero Academia: Heroes Rising,3.55,2019
34,Dead End,3.13,2003
35,For All Mankind,4.09,1989
36,Jackass 3.5,3.27,2011
37,The War of the Roses,3.43,1989
38,My Big Fat Greek Wedding 3,2.18,2023
39,Cleaners,3.99,2019
40,Fame,3.42,1980
41,Call Me Chihiro,3.78,2023
42,The Past,3.79,2013
43,LOL (Laughing Out Loud),3.47,2008
44,Sleepaway Camp II: Unhappy Campers,2.76,1988
45,Absentia,3.08,2011
46,Whale Rider,3.69,2002
47,Gaga: Five Foot Two,3.61,2017
48,George Washington,3.82,2000
49,Parents,3.28,1989
50,The Gambler,2.81,2014
51,Matador,3.57,1986
52,"Love, Death & Robots: Alternate Histories",2.78,2019
53,Honeymoon,3.03,2014
54,Come True,3.02,2020
55,Green Snake,4.01,1993
56,The Class,3.72,2008
57,Sweet Charity,3.70,1969
58,Dracula's Daughter,3.22,1936
59,Dragon Ball Z: Battle of Gods,3.31,2013
60,D2: The Mighty Ducks,3.11,1994
61,Underdog,2.28,2007
62,"Kill, Baby... Kill!",3.54,1966
63,The Tale of Despereaux,2.75,2008
64,Beavis and Butt-Head Do the Universe,3.39,2022
65,"Woodstock 99: Peace, Love, and Rage",3.37,2021
66,The Naked City,3.79,1948
67,Swing Time,3.60,1936
68,Final Fantasy VII: Advent Children,3.22,2005
69,"Love, Death & Robots: Pop Squad",3.76,2021
70,Castle Freak,3.11,1995
71,Our Hospitality,3.88,1923
72,Bad Timing,3.66,1980
1,Into the Abyss,3.85,2011
2,Shine,3.68,1996
3,Black Is King,4.01,2020
4,Murmur of the Heart,3.83,1971
5,Le Notti Bianche,4.01,1957
6,Cellular,2.94,2004
7,The Dry,3.37,2020
8,Mood Indigo,3.46,2013
9,Mo' Better Blues,3.66,1990
10,Jump In!,2.83,2007
11,Women in Love,3.74,1969
12,The Signal,2.83,2014
13,Avatar: Fire and Ash,No rating,2025
14,Duck Butter,2.62,2018
15,Bullet in the Head,4.00,1990
16,Pillow Talk,3.61,1959
17,False Positive,2.36,2021
18,Nickel Boys,4.02,2024
19,A Christmas Story Christmas,2.92,2022
20,Premonition,2.63,2007
21,The Entity,3.45,1982
22,Red Rock West,3.61,1993
23,The Gods Must Be Crazy,3.41,1980
24,Slotherhouse,2.20,2023
25,An Angel at My Table,3.85,1990
26,Silkwood,3.64,1983
27,"Distant Voices, Still Lives",4.01,1988
28,Open Water,2.66,2003
29,Detroit Rock City,3.46,1999
30,L.I.E.,3.20,2001
31,The Master of Disguise,1.84,2002
32,Masters of the Universe,2.50,1987
33,Penda's Fen,3.78,1974
34,Putney Swope,3.67,1969
35,Life,3.40,1999
36,My Name Is Khan,3.65,2010
37,Season of the Witch,2.19,2011
38,"I Was Born, But...",3.98,1932
39,Limbo,3.78,2021
40,Who Can Kill a Child?,3.73,1976
41,Step Up Revolution,2.82,2012
42,The Little Mermaid: Ariel's Beginning,2.86,2008
43,The Mirror Has Two Faces,3.29,1996
44,Casino Royale,2.42,1967
45,Sudden Impact,3.30,1983
46,Far and Away,3.15,1992
47,Still Life,3.94,2006
48,The Silent Partner,3.77,1978
49,Terror Train,2.81,1980
50,Secret Obsession,1.79,2019
51,Something in the Dirt,3.25,2022
52,Children Who Chase Lost Voices,3.38,2011
53,Chernobyl Diaries,2.14,2012
54,The Monster,2.64,2016
55,Che: Part Two,3.58,2008
56,Scenes from a Marriage,4.42,1973
57,Cassandro,3.37,2023
58,Knock Down the House,3.81,2019
59,Night and the City,4.03,1950
60,Blade,No rating,2025
61,Torment,3.77,1994
62,Radical,3.93,2023
63,Boy & the World,3.94,2013
64,Beauty and the Beast: The Enchanted Christmas,2.66,1997
65,Marry My Dead Body,3.33,2022
66,Hostel: Part III,1.81,2011
67,The Last Man on Earth,3.34,1964
68,I Know This Much Is True,4.18,2020
69,Conversations with a Killer: The Ted Bundy Tapes,3.71,2019
70,The Bank Job,3.21,2008
71,The Addams Family 2,2.30,2021
72,Big Momma's House 2,2.32,2006
1,The Quiet Earth,3.49,1985
2,"Butcher, Baker, Nightmare Maker",3.32,1981
3,Other People,3.59,2016
4,No Direction Home: Bob Dylan,4.13,2005
5,Winchester '73,3.84,1950
6,Hollywood,3.49,2020
7,"Honey, I Blew Up the Kid",2.50,1992
8,Stardust Memories,3.74,1980
9,Paycheck,2.75,2003
10,Jezebel,3.53,1938
11,Bliss,3.25,2019
12,Meet the Spartans,1.38,2008
13,Popcorn,3.16,1991
14,Wendy Wu: Homecoming Warrior,2.71,2006
15,Robin Robin,3.63,2021
16,Frantz,3.78,2016
17,Kalifornia,3.24,1993
18,Kal Ho Naa Ho,3.76,2003
19,Get a Clue,2.78,2002
20,Oedipus Rex,3.74,1967
21,High Sierra,3.70,1941
22,Jersey Boys,3.24,2014
23,The Ghost and Mrs. Muir,3.90,1947
24,Peppermint,2.65,2018
25,Uncle Yanco,4.05,1967
26,Open Season 2,2.40,2008
27,"Love, Death & Robots: Fish Night",3.15,2019
28,Captain America: Brave New World,No rating,2025
29,The Heartbreak Kid,2.46,2007
30,The Neighbors' Window,3.35,2019
31,The Son's Room,3.84,2001
32,Batman: Gotham by Gaslight,3.18,2018
33,Mutiny on the Bounty,3.67,1935
34,The Boy Next Door,1.81,2015
35,I Confess,3.58,1953
36,Happiness for Beginners,2.66,2023
37,Family Guy Presents: Blue Harvest,3.45,2007
38,Mission: Impossible – The Final Reckoning,No rating,2025
39,Leviathan,2.92,1989
40,Poison,3.51,1991
41,Night on the Galactic Railroad,3.81,1985
42,Berlin Alexanderplatz,4.22,1980
43,Letter Never Sent,4.06,1960
44,Through My Window 3: Looking at You,2.02,2024
45,Pickman's Model,2.90,2022
46,Absolutely Anything,2.54,2015
47,Gen V - Prime Premiere,3.86,2023
48,C.H.U.D.,2.82,1984
49,Election,3.82,2005
50,Munchausen,3.29,2013
51,Amateur,3.57,1994
52,The Water Horse,2.94,2007
53,Manic,3.72,2001
54,Thumbelina,3.07,1994
55,Last Vegas,2.80,2013
56,"Oh, Canada",2.96,2024
57,The Inauguration of the Pleasure Dome,3.82,1954
58,The Innocent,3.58,2022
59,Inventing Anna,3.13,2022
60,"Lover, Stalker, Killer",3.14,2024
61,Angels with Dirty Faces,3.92,1938
62,Love Hurts,3.51,2002
63,"What Happened, Miss Simone?",3.85,2015
64,Let the Corpses Tan,3.50,2017
65,Green Zone,3.06,2010
66,"Love, Death & Robots: Sucker of Souls",2.98,2019
67,Vamp,3.08,1986
68,Stitch! The Movie,3.02,2003
69,The Inbetweeners 2,2.94,2014
70,Self/less,2.75,2015
71,42nd Street,3.56,1933
72,Atlantic City,3.70,1980
1,Violet Evergarden: The Movie,4.10,2020
2,An Ostrich Told Me the World Is Fake and I Think I Believe It,3.70,2022
3,The River,3.81,1951
4,Portrait of a Young Girl at the End of the 60s in Brussels,4.14,1994
5,Bigger Than Life,3.94,1956
6,Along the Coast,3.94,1958
7,Bob & Carol & Ted & Alice,3.67,1969
8,World's Greatest Dad,3.43,2009
9,Carl's Date,3.23,2023
10,Star Trek: Insurrection,2.81,1998
11,Mike's New Car,3.39,2002
12,Do You Like to Read?,3.24,2012
13,Priest,2.35,2011
14,Hanagatami,3.97,2017
15,Ninjababy,3.85,2021
16,The Palm Beach Story,3.80,1942
17,Frozen Fever,2.84,2015
18,The Girl Who Played with Fire,3.49,2009
19,Pocahontas II: Journey to a New World,2.01,1998
20,Doctor Who: The Giggle,3.82,2023
21,Bugsy Malone,3.42,1976
22,Sabrina,3.17,1995
23,Vikram,3.77,2022
24,Humane,2.68,2024
25,A Bucket of Blood,3.55,1959
26,"I Love You, Beth Cooper",2.34,2009
27,Brewster McCloud,3.71,1970
28,Four Good Days,3.04,2020
29,Swamp Thing,2.63,1982
30,Memoir of a Murderer,3.69,2017
31,Christmas Evil,3.11,1980
32,Madonna: The Celebration Tour in Rio,4.44,2024
33,Without a Paddle,2.66,2004
34,The Grifters,3.43,1990
35,The Current War,3.09,2017
36,Doctor Who: Wild Blue Yonder,3.90,2023
37,Dead Calm,3.37,1989
38,The Nature of Love,3.65,2023
39,What's in a Name,3.76,2012
40,The Wretched,2.63,2019
41,Meet Me in the Bathroom,3.39,2022
42,A Tale of Springtime,3.67,1990
43,I Am Not a Witch,3.80,2017
44,Out 1,4.06,1971
45,8-Bit Christmas,3.01,2021
46,Hardware,3.25,1990
47,Clifford the Big Red Dog,2.42,2021
48,FRED: The Movie,1.73,2010
49,Meet the Feebles,3.33,1989
50,Flight of the Navigator,3.31,1986
51,God Help the Girl,3.31,2014
52,The Hatchet Wielding Hitchhiker,2.41,2023
53,Throw Momma from the Train,3.18,1987
54,A Midsummer Night's Dream,3.24,1999
55,The Aeronauts,3.14,2019
56,Maquia: When the Promised Flower Blooms,3.79,2018
57,Little Fires Everywhere,3.72,2020
58,The Adults,3.22,2023
59,One-Eyed Jacks,3.68,1961
60,The Jazz Singer,2.82,1927
61,The Good Boss,3.61,2021
62,Mother Joan of the Angels,3.94,1961
63,The Brand New Testament,3.55,2015
64,Triumph of the Will,3.05,1935
65,The Hunted,3.16,2003
66,The Unbelievable Truth,3.80,1989
67,Fanboys,3.00,2009
68,The Congress,3.37,2013
69,The River Wild,3.30,1994
70,Gold Diggers of 1933,3.84,1933
71,Quest for Fire,3.50,1981
72,The Barbie Diaries,3.08,2006
1,"Josee, the Tiger and the Fish",3.70,2020
2,Retribution,3.72,2006
3,Seabiscuit,3.31,2003
4,Searching for Bobby Fischer,3.55,1993
5,Deep Rising,3.07,1998
6,The Boy Who Killed My Parents,2.74,2021
7,Kuch Kuch Hota Hai,3.67,1998
8,All Cheerleaders Die,2.82,2013
9,Those Happy Days,3.81,2006
10,Morocco,3.58,1930
11,Marmaduke,1.93,2010
12,Beckham,3.91,2023
13,Jules,3.34,2023
14,Rocky Aur Rani Kii Prem Kahaani,3.62,2023
15,Asparagus,3.89,1979
16,Milk & Serial,3.30,2024
17,The China Syndrome,3.78,1979
18,Broken Blossoms,3.44,1919
19,Medusa Deluxe,3.33,2022
20,Splinter,2.99,2008
21,Love in the Afternoon,3.53,1957
22,Nostalgia for the Light,4.01,2010
23,Dracula: Dead and Loving It,2.82,1995
24,The Wolfpack,3.56,2015
25,The Animal,1.88,2001
26,"Red, White and Blue",3.81,2020
27,Wonder Wheel,2.92,2017
28,Delivery Man,2.73,2013
29,Peppermint Soda,3.85,1977
30,Scum,3.93,1979
31,South Park: The End of Obesity,3.43,2024
32,The Executioner,3.95,1963
33,Marvel One-Shot: Agent Carter,3.42,2013
34,Barbie in A Mermaid Tale 2,3.27,2012
35,Dead Presidents,3.54,1995
36,"Love, Death & Robots: The Drowned Giant",3.47,2021
37,Come Play,2.49,2020
38,Think Like a Man,2.92,2012
39,The Draughtsman's Contract,3.81,1982
40,Beauty and the Beast,3.00,2014
41,The Bélier Family,3.35,2014
42,Them,3.13,2006
43,Zero for Conduct,3.74,1933
44,The Thief and the Cobbler,3.82,1993
45,The Celluloid Closet,3.91,1995
46,Cube 2: Hypercube,2.28,2002
47,Love Songs,3.58,2007
48,Seven Chances,3.91,1925
49,Star 80,3.61,1983
50,Destiny,3.76,2006
51,Cat's Eye,3.16,1985
52,Rugrats in Paris: The Movie,3.21,2000
53,Platform,4.05,2000
54,The Golem: How He Came Into the World,3.67,1920
55,Tale of Cinema,3.67,2005
56,Red Dawn,2.16,2012
57,Hudson Hawk,2.79,1991
58,City of Ember,2.93,2008
59,The Dropout,3.77,2022
60,The Crowded Room,3.93,2023
61,Diary of a Wimpy Kid,2.04,2021
62,Stand and Deliver,3.53,1988
63,Tales from the Crypt,3.41,1972
64,Wildflower,3.24,2022
65,Diego Maradona,3.94,2019
66,Arlington Road,3.50,1999
67,New World,3.81,2013
68,Love Again,2.37,2023
69,Autumn in New York,2.45,2000
70,Orange County,3.03,2002
71,Starter for 10,3.29,2006
72,The Incredible Burt Wonderstone,2.51,2013
1,Krull,2.99,1983
2,Ip Man 4: The Finale,3.22,2019
3,Hell House LLC II: The Abaddon Hotel,2.39,2018
4,Lovelace,2.93,2013
5,Man on a Ledge,2.85,2012
6,The Crowd,4.09,1928
7,Along with the Gods: The Two Worlds,3.50,2017
8,The Shrouds,2.88,2024
9,The Remarkable Life of Ibelin,4.09,2024
10,War Machine,2.64,2017
11,Taxi,2.38,2004
12,Conspiracy Theory,3.14,1997
13,Little Evil,2.53,2017
14,Silverado,3.49,1985
15,Lone Wolf and Cub: Sword of Vengeance,3.79,1972
16,Goodbye Christopher Robin,3.36,2017
17,The Death of Mr. Lazarescu,4.04,2005
18,"Love, Death & Robots: Ice",3.18,2021
19,The Beguiled,3.70,1971
20,The Ice Road,2.38,2021
21,The Falling,2.49,2014
22,Pokémon 3: The Movie,3.20,2000
23,Leo,3.24,2023
24,Bedevilled,3.65,2010
25,The Big Wedding,2.46,2013
26,Miracle in Cell No. 7,3.98,2013
27,Baby Face,3.71,1933
28,Sky Captain and the World of Tomorrow,2.80,2004
29,Encounters at the End of the World,4.03,2007
30,Attenberg,3.48,2010
31,Regular Lovers,3.69,2005
32,"Love, Death & Robots: Automated Customer Service",2.90,2021
33,Street Trash,2.99,1987
34,The Ice Age Adventures of Buck Wild,1.77,2022
35,The Dance of Reality,3.84,2013
36,The Murmuring,3.32,2022
37,Chicuarotes,3.33,2019
38,A Lizard in a Woman's Skin,3.56,1971
39,Chronicle of a Summer,3.90,1961
40,Neptune Frost,3.55,2021
41,The Killing of Two Lovers,3.65,2020
42,Ariel,3.88,1988
43,Nixon,3.60,1995
44,The Bad Seed,3.66,1956
45,Little Big Man,3.66,1970
46,Super Fly,3.32,1972
47,Ginger Snaps 2: Unleashed,3.14,2004
48,The Spy Who Came in from the Cold,3.89,1965
49,Timbuktu,3.76,2014
50,National Anthem,3.82,2023
51,A Day in the Country,3.86,1946
52,The Great Gatsby,3.18,1974
53,Invasion of Astro-Monster,3.19,1965
54,Moonlit Winter,3.92,2019
55,Berlin Syndrome,3.13,2017
56,Hometown Cha-Cha-Cha,4.03,2021
57,"Love, Death & Robots: Shape-Shifters",3.02,2019
58,The Year Without a Santa Claus,3.61,1974
59,Into the Inferno,3.77,2016
60,Firebird,3.41,2021
61,The Ballad of Narayama,3.97,1983
62,Glorious,2.94,2022
63,Tell No One,3.68,2006
64,South Park: Post COVID,3.57,2021
65,Hana and Alice,3.72,2004
66,Waiting for the Hearse,3.90,1985
67,Dark Glasses,2.80,2022
68,"Master, a Building in Copacabana",4.26,2002
69,Happy Birthday to Me,3.06,1981
70,Teen Titans: The Judas Contract,3.16,2017
71,Grave Encounters 2,2.34,2012
72,Nefarious,2.59,2023
1,Kodachrome,3.29,2017
2,A Brighter Tomorrow,3.48,2023
3,Blade Runner: Black Out 2022,3.64,2017
4,Bait,3.83,2019
5,Ergo Proxy,4.06,2006
6,Anaïs in Love,3.59,2021
7,Blindness,3.16,2008
8,An Unmarried Woman,3.88,1978
9,Premalu,3.67,2024
10,The Beta Test,3.29,2021
11,U.S. Go Home,4.05,1994
12,A Tale of Autumn,3.87,1998
13,The Man Who Knew Infinity,3.32,2015
14,Knick Knack,3.49,1989
15,Like or Die,3.26,2023
